Store Name,Wine Name,Harvest Year,Capacity,Price,Currency,Date of Scraping,Location,Discount
Supermercado El Corte Ingles,Mateus Rosé Original,1932,1.0,5.2896,Sol,1/27/2023,Brazil,True
Continente Online,Herdade do Peso Trinca Bolotas Tinto,1900,1.0,4.3308,Rupiah,10/4/2023,USA,True
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1917,1.0,4.5789,Peso,10/30/2022,Brazil,True
Supermercado El Corte Ingles,Mateus Sparkling Rosé,1998,0.5,0.8920999999999999,Kwacha,8/5/2023,Portugal,True
Supermercado El Corte Ingles,Mateus Rosé Original,1966,0.5,5.8854,Zloty,11/12/2022,USA,False
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1995,1.0,0.7785,Kuna,8/16/2023,USA,False
Supermercado El Corte Ingles,Casa Ferreirinha Papa Figos Branco,1935,0.5,0.5071,Sol,1/7/2023,Portugal,False
Continente Online,Casa Ferreirinha Papa Figos Branco,1970,0.5,3.8299000000000003,Euro,6/11/2023,USA,False
Continente Online,Mateus Sparkling Rosé,2002,1.0,5.374,Euro,6/5/2023,Brazil,True
Continente Online,Mateus Rosé Original,1961,0.75,6.6951,Zloty,5/13/2023,Portugal,True
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1935,0.5,5.3079,Rupiah,12/10/2022,USA,False
Supermercado El Corte Ingles,Herdade do Peso Trinca Bolotas Tinto,1912,1.0,2.7239,Rupiah,12/24/2022,USA,True
GarrafeiraSoares,Herdade do Peso Trinca Bolotas Tinto,1921,0.5,6.9821,Shilling,10/10/2023,Brazil,True
Continente Online,Casa Ferreirinha Papa Figos Branco,1993,1.0,9.8629,Dollar,11/27/2022,USA,False
